,uid,iid,rating,ts
56825,160,963,4,891573490
48692,467,1333,2,879560142
50918,449,1623,3,893152300
40731,956,1402,2,883980896
7414,832,1443,5,884655812
71013,266,1213,4,891393668
26134,545,1455,3,878953514
43494,733,1573,5,879338699
14869,654,1435,4,875318964
79971,415,1143,4,891653990
79875,104,1647,1,887603196
84524,413,1398,3,893239126
22712,962,1112,5,892797395
71946,318,607,3,888890270
50111,350,1266,4,891750388
15688,662,1488,4,879806767
26486,584,888,4,893580793
82240,819,419,1,879331411
78074,938,1027,2,879743493
29719,680,900,4,885119360
11420,970,1162,4,886309968
26769,502,1688,4,882325365
67088,896,1360,3,888810048
20198,550,1671,3,888029608
5109,751,1072,3,880008476
61476,708,1550,4,881473305
73493,218,1573,4,891867383
78611,279,1642,2,877508951
17570,707,1151,3,889275336
38920,800,1568,5,884498962
61241,720,1150,2,892069934
29446,699,1591,5,882442406
85329,507,1383,3,884500437
62211,204,659,5,893415457
35140,658,1044,5,875687321
13602,595,1268,3,885916955
23395,670,1132,5,876914922
65060,210,991,3,885524856
21123,993,1171,2,891720796
4928,884,1406,2,876821546
57096,233,1043,4,891831087
57185,987,952,4,882508962
69410,279,1366,1,877505001
36048,594,1180,4,879813905
67953,234,1504,3,891677873
1415,720,1614,4,892068645
47974,545,540,4,879477062
83195,108,1564,4,886977535
7652,738,751,4,880160943
48528,672,1343,4,885414414
57927,584,1426,4,893510270
25889,925,1292,4,884418216
19826,538,1342,1,886733808
22781,646,1498,3,891675327
2195,995,1527,4,876004845
27105,670,1549,4,876912904
34644,392,814,1,880770734
19032,994,1206,4,883969883
22216,547,1583,4,877920710
23345,543,1418,4,882760955
38529,595,1006,1,885914506
28619,757,503,4,880356507
12234,637,1483,2,891866456
69386,355,1360,4,892419932
48101,870,768,3,876619559
4560,720,910,4,892070183
39598,681,1368,4,876648459
18929,729,1613,3,886216972
19989,989,984,3,892273228
602,767,1343,5,878029723
26260,546,1604,4,888634770
5820,677,1445,4,879107445
74394,185,1546,5,879062623
30614,439,1699,2,886175883
22883,674,1265,3,880243067
82187,794,267,1,888548219
84772,368,1382,5,879825013
22843,940,1265,4,883694292
66313,293,964,4,886654481
75093,521,1668,3,879829524
59221,130,1037,3,879908175
14925,856,1403,4,888472320
68622,512,827,3,891661322
64625,123,1134,4,883046717
4042,858,805,4,889008313
53392,549,709,2,879380817
15086,799,692,3,884509061
59258,328,1431,3,880155630
74595,136,1638,4,889257205
81112,708,1228,3,881472930
59948,449,1239,3,893146244
48346,278,1463,4,891649158
39030,357,1548,4,891815126
68447,714,1531,3,877901271
45735,756,1542,3,880977074
81741,276,1371,4,884125840
81901,608,1384,5,891405981
16757,738,964,3,880162999
53201,994,1240,2,883968174
80910,310,707,3,881546867
45264,501,1506,4,885967542
34407,404,1442,3,883907181
63229,125,1696,3,876834857
74445,906,1653,5,892088668
8532,940,1679,3,883696093
63140,136,1217,5,889255083
29798,584,1699,5,893580653
25055,473,1672,3,879824459
69729,881,949,3,886543531
81405,117,1489,5,892062419
76131,139,1169,4,881642699
6484,985,1414,2,879823219
21842,992,1467,4,879730593
3684,689,1618,5,884732606
32545,913,1620,4,880245411
4616,913,1400,3,880243588
66379,595,1495,3,885914195
3945,756,953,4,880974930
47619,242,558,5,881040936
76280,82,1069,4,892354834
13037,691,1394,2,877738526
66409,122,1692,3,881234458
50601,473,1027,4,879824757
78627,224,1149,3,893288650
46740,434,1470,2,882018293
21232,905,1669,4,889322683
35691,415,1476,2,891651851
16506,984,1204,5,878090075
20328,616,822,4,891643132
84693,57,1159,4,889008124
38445,928,1644,5,880405872
11954,849,1536,5,879911154
26523,703,1540,1,875607023
16084,705,1305,4,879887671
11862,919,1382,5,876902987
79136,156,1655,4,877755718
41053,457,1220,4,877264380
83555,382,1387,4,891675097
83238,285,1603,3,876332500
31428,515,1387,4,891408593
84603,993,1343,5,892503517
59988,321,1432,4,884681004
62257,463,1600,4,886397862
28793,433,1218,5,882794136
37942,551,764,5,880326891
19361,987,900,1,882765237
44662,323,1550,3,889767572
48178,505,1545,3,889003625
27286,875,1301,3,893206679
16837,954,1406,2,883979477
42424,656,1629,3,885269541
72339,108,1675,4,886977998
45231,356,1409,4,889445119
33073,583,1527,5,880015689
64581,345,227,3,888843042
16695,551,1418,3,880327123
13710,936,1501,4,890105824
55706,381,1683,1,886322354
35034,524,1498,4,883732465
58070,138,1513,4,879672842
58712,337,1245,2,889860849
29396,914,1017,5,879939144
29086,979,846,5,875319827
67624,376,1600,5,880160751
5392,811,1579,2,893632986
12885,872,1650,4,880335438
17388,593,1521,3,875414597
44787,716,1397,5,885697161
64261,167,1304,3,875502233
43705,358,1103,4,885975235
3747,709,1525,2,875236136
52884,193,1507,4,892897653
71025,474,1427,2,886050732
6962,977,1471,3,875155332
74822,260,1372,3,879890984
22421,532,1231,4,875664479
15553,815,1185,4,883893425
5888,832,1693,1,884655729
74859,79,766,3,879748666
56127,282,1154,4,883717328
22128,773,1376,4,879404133
74290,880,1192,2,889859149
46512,252,1678,4,879823296
53239,607,778,4,888112589
34499,695,949,3,886676141
53064,998,1600,5,888920254
73061,543,1521,4,882766133
24454,738,965,4,880162024
85177,115,479,3,886082532
13724,918,1343,4,879138058
782,790,1069,5,888104966
83527,686,888,4,878257333
28656,575,1134,2,879106865
20641,805,903,3,878203438
30,987,1133,1,882765125
23358,543,1442,5,882761023
42338,306,1016,4,876098483
23883,501,958,4,885967504
6527,692,1495,3,888106361
42796,412,1141,5,890394121
63924,772,1414,5,889755342
76808,321,1478,4,884855588
19092,697,1610,4,879853281
17999,679,369,4,879807187
79496,378,1159,2,882960951
75762,466,1571,4,878175888
57168,218,317,3,891867781
47046,505,1195,5,889001643
5134,994,1564,5,883969012
38745,345,1167,2,888019284
22213,692,1463,3,888105553
85236,368,1698,4,879827675
79527,253,1462,3,889007127
21529,903,1496,5,884607136
47965,446,1568,4,876918623
35027,686,1290,5,878254876
80536,564,1556,5,888137614
53711,602,1465,2,876084879
29599,454,1602,5,885509502
40066,394,1475,1,881291519
6199,619,1118,5,893064215
42315,399,1290,4,876715283
82176,360,1474,5,875146739
35660,910,566,3,891753922
52442,565,1636,5,884499206
10474,919,1418,5,876901789
59386,399,1109,3,876715437
53345,548,1648,3,888862289
51318,210,1577,3,884829583
19188,656,936,1,886750156
68016,339,1503,4,876382145
14265,941,1558,1,888574731
22296,593,1295,3,876716488
3332,688,1061,5,892066561
5393,656,1037,5,885269163
67888,350,1662,3,891749954
62489,373,1698,3,879899522
76396,122,1487,3,881236024
42518,936,1050,3,890108395
15679,673,1111,3,888112106
21984,503,1160,2,879679177
7553,786,1661,4,891913015
44553,922,820,5,880001770
15891,792,1333,2,883476494
65541,154,1221,4,884315864
40349,340,990,3,891568112
32078,399,1001,3,876718982
20305,564,1598,4,888138758
85309,565,1294,3,884502980
34636,731,744,3,891816645
883,943,836,3,884065682
10445,704,1496,5,884567795
7127,740,1018,4,890986707
84722,278,1295,3,891649088
5072,814,1463,2,879392104
12458,589,1518,3,891403448
1380,784,1414,4,881800671
56102,150,1498,4,883562907
68732,595,213,1,885914894
12544,999,1646,3,878911478
26006,943,1451,5,884065874
37438,971,1518,4,883190159
45302,454,1466,4,885509502
62325,333,1504,5,891403163
74715,195,1377,5,880339384
77081,334,1407,3,880681480
18135,822,1577,4,883192495
12485,635,652,3,891672322
54471,414,1512,2,884427126
33909,708,856,5,881472651
81093,496,1500,4,888206620
6927,915,1400,3,879820429
50359,334,1183,4,880507733
36000,449,621,1,893153601
34838,724,935,3,878303505
7676,872,1132,4,880336714
56865,911,1464,5,879809570
55701,582,950,2,891650796
26183,494,1603,4,875241544
10115,799,1233,2,884508153
81541,119,523,1,876907588
67964,357,1573,5,891813646
28450,811,1454,4,893632218
37797,352,628,2,885250697
48491,689,1462,4,884733527
83363,329,1634,5,884572897
61971,318,1229,3,888885707
70058,412,945,3,890393967
75827,550,1622,2,882764415
41884,307,178,3,875851840
29374,495,1298,5,889702107
46853,766,1150,2,892703053
29499,701,1451,3,878246584
29183,504,1191,3,876435442
24955,566,649,3,887092623
33094,502,767,3,882327188
65706,601,1035,3,882713578
69970,69,1185,5,891404676
29966,706,1579,5,878187884
69065,104,1611,5,887527432
15287,886,1060,2,881628473
17887,761,1609,4,889548657
68313,826,1293,1,886883465
77747,154,928,4,884317591
61696,750,1645,5,878460085
21967,646,1191,5,891586419
32767,915,1322,4,880197812
28716,779,1592,3,875613036
61290,707,1271,4,889274215
21569,579,1518,5,892609794
32734,512,1440,2,891661474
51189,255,1497,3,880491866
51686,812,1624,4,875441218
54066,243,1497,5,888813691
30881,512,1600,2,891662080
37911,534,1644,4,890652876
84909,81,1369,4,876288460
48988,330,1526,4,878343514
51990,340,1020,2,891773258
17392,540,1373,4,883280588
50704,603,1519,4,885718125
37439,672,1063,3,885416035
48893,294,1367,1,881365115
60998,242,1680,4,882344744
31548,441,1406,1,891403689
77371,669,1394,5,877564989
72611,421,1411,2,881319739
11016,779,1630,3,875614040
8049,620,1182,3,885846991
23884,571,1308,3,882754221
57743,178,1367,4,891401917
18747,975,1559,4,886220890
45823,993,1559,5,891721614
26084,703,1402,5,875322984
20618,606,1124,2,881426541
20196,778,1154,3,877931632
45391,486,1307,3,876435762
83797,457,1641,4,876027426
48739,457,1531,4,876031437
63337,823,1393,4,882510012
23818,583,1435,3,880016196
20408,528,490,3,876351654
34263,793,1525,1,878214152
14769,731,1557,3,891818555
21312,507,1269,5,884500207
36652,507,1519,5,884498478
14566,657,1201,5,876773299
25703,918,1238,4,879138162
54049,578,1563,5,875498052
12876,607,535,3,890098684
81441,601,1646,4,882711296
39596,565,475,3,884499767
25512,473,1496,5,879824017
44999,545,1424,4,879477764
39075,342,1563,3,875513742
56248,583,1199,3,880015710
41614,664,920,3,878125104
57078,234,1193,3,891678048
55955,157,1505,4,879812881
77156,204,903,3,893417427
81039,196,1631,4,879813060
22222,841,1367,5,893623931
73048,90,1575,3,881189553
84432,476,1569,5,885004668
34711,394,1472,5,881292833
46422,609,1210,4,877767828
6189,643,958,4,879319861
18595,814,1621,5,879391630
80822,408,725,4,882977043
76987,218,1411,3,891866606
39787,913,512,2,880244280
53412,339,1630,4,876385199
14723,686,668,4,878259773
34717,838,1342,3,878003545
75916,253,1532,4,889007185
70537,563,1606,4,881369606
40345,829,1346,3,891402776
24399,528,1148,5,893158746
74395,329,1611,5,884403576
38797,541,1526,4,879934461
55383,393,1487,4,884248197
57981,433,1600,1,882793961
34168,474,1457,1,886050465
22401,520,1528,3,891576662
32570,429,1204,3,883723056
60192,593,1025,3,876717323
73404,345,1040,2,888843271
55246,530,1519,4,879557604
54002,721,1186,4,875675380
38502,354,1354,2,888896562
19436,583,1308,3,881318450
42617,406,712,2,875149115
20850,768,1567,4,888918158
13859,614,1154,2,878023365
26913,699,1589,1,882442878
65752,279,980,5,877506565
44659,328,836,3,880157448
16004,733,1406,3,879338325
17237,925,1582,3,884418930
57856,236,1509,3,876612858
67154,486,1281,4,875831638
40102,490,1400,5,888035609
316,814,1112,4,879392705
14665,993,1096,3,891719717
9300,908,988,3,876024562
45155,452,1356,1,891410700
40005,468,785,4,892278020
13825,737,1217,5,891666506
79917,766,1038,3,892447755
26598,463,1013,1,886397696
52699,513,1556,5,883814895
44901,355,1182,5,892423455
24210,667,1547,4,891413666
79129,571,1564,4,882754241
21446,877,1265,5,880178113
15184,928,1649,4,880405116
5795,920,1642,4,887769847
9883,607,1351,3,888111109
64194,366,1428,5,889832554
53659,526,1072,4,888283584
17367,908,1644,5,876021441
51455,212,992,2,881238078
28753,458,1007,4,886901565
16355,824,1430,4,886415239
6160,806,1191,3,879890255
56522,289,1132,3,880363408
47864,340,1314,2,891569074
61547,195,1520,3,882066309
53961,405,1465,3,887289562
12090,987,965,3,882508860
30325,697,1636,5,879834627
49240,997,1381,2,889605196
18104,936,1491,5,890105824
11162,724,1230,3,875159025
62802,256,1424,4,881540077
17927,819,769,1,879331375
42553,284,1382,5,880163132
62703,308,1400,4,877321510
78482,905,754,3,889324659
43820,511,1387,4,891730910
12718,799,1459,2,884480657
11081,995,1279,1,876089189
82276,76,1698,3,887128167
26527,493,1018,5,890332790
66585,318,1537,3,888890003
18487,799,1512,4,884480371
34676,875,1245,5,879823157
51196,346,1315,4,888232478
65939,149,1348,1,890711714
17506,991,1424,4,887327593
44852,938,751,4,879744380
36592,778,1475,1,877931523
79039,210,1584,4,884829504
79982,204,1677,2,893058552
62523,363,1104,2,883271752
36526,532,686,3,875648709
82544,93,1238,4,880527836
60439,440,1224,2,880345294
25881,944,1324,3,893279590
38331,511,1457,4,891813559
82229,152,1591,4,887411591
69593,565,1015,2,884502515
71377,526,1091,4,888295679
6204,651,1330,2,879834453
46344,437,1519,4,880875544
35096,522,1658,5,889756933
39013,783,1519,1,889438048
54096,370,771,4,886035419
13107,979,1227,3,875319415
64115,938,1510,5,879742856
61228,170,1519,5,891929843
67701,615,1279,2,879814196
49869,627,1650,5,877466848
69269,99,1644,1,877499169
78132,135,1429,1,880510948
45711,915,1526,4,879822309
32682,903,1547,5,884607856
19560,977,1498,3,875153335
22132,610,1423,2,880062293
82524,68,1181,4,891617880
31556,408,1412,5,882975698
51712,204,1124,3,893416732
19136,578,1650,4,875498081
54294,611,1116,4,880359682
72574,465,1182,5,879986739
38357,911,1465,5,879809827
34373,514,813,5,880242388
29068,819,1600,3,879330986
33642,572,1353,4,886311952
68417,136,1637,3,889261258
13452,582,1387,3,891650850
20501,845,710,3,879739364
62335,314,1270,4,879914956
40739,381,1387,5,886321771
45993,714,1249,5,877902163
39292,340,1154,2,891566758
9092,842,1297,4,880502820
28255,485,1457,3,888027837
57045,380,931,4,890355876
66158,227,682,3,888907265
65399,608,1111,4,891407116
7668,819,771,1,879331292
45138,541,1583,5,879931316
16197,699,1521,3,882444664
44231,609,1039,5,877767068
10733,917,1519,4,880674956
4848,941,1184,4,888572600
78735,195,1191,5,882066265
43378,550,1509,5,888028610
71437,130,1173,5,876047857
4459,687,1382,4,891381882
35551,361,1212,4,891608330
17975,730,1517,5,877324108
8468,908,1539,2,876022295
32807,572,1356,3,892940478
12725,653,1132,4,882022509
7107,879,1574,3,891757106
68346,184,1412,4,892078894
39676,811,1486,1,893634496
12099,707,654,1,889275231
42401,811,1549,5,893632548
8964,637,1228,1,891866639
69489,360,1431,5,887171745
66247,181,1518,4,884473195
62521,658,1689,5,875352485
82378,339,1472,5,876384715
64225,503,975,3,879731423
40148,423,871,3,880839054
74193,352,1679,3,882580779
46444,993,1314,4,892501480
7245,999,1550,5,877260366
84837,381,1103,4,886322020
29075,595,278,1,885916802
69034,212,1600,5,881236447
3107,860,1366,2,879381854
8333,742,949,5,886069116
70640,819,829,2,879331338
68807,81,1696,1,875742202
19950,533,938,3,879900648
51532,910,1692,5,891751594
42758,861,1024,4,879906445
12561,910,1569,5,891752236
14630,806,759,2,879920739
31823,595,1336,1,885915936
6826,989,956,4,892271175
33883,936,1512,4,890107756
20557,754,1225,4,885289807
28162,906,777,5,886250855
30471,732,1526,5,875678052
56312,205,590,3,883620113
18774,614,1419,3,878023315
53044,226,1163,2,888925063
70252,99,1122,3,877500131
312,993,1507,5,892503516
20116,989,1489,3,892273173
36022,603,1265,4,885717546
66528,136,1482,4,889258486
47166,707,1190,3,889273886
73337,516,1285,3,891564027
83031,87,1473,1,881736480
36131,548,919,3,888936884
70109,532,1116,4,875656941
73524,731,273,2,891816311
59439,687,1462,4,891382029
1031,742,1377,4,886069232
28444,709,1134,4,875202969
4806,786,1644,5,893036300
62432,729,1008,4,886217752
33940,474,1022,1,886050384
51988,329,1539,5,884404062
74491,213,763,3,889347244
44244,813,1677,4,879833801
85220,152,1011,1,887405754
1235,982,746,3,880498810
14931,744,490,5,882533169
2461,913,1491,5,880244658
70111,378,979,4,883038780
66614,869,1413,4,884049521
20880,516,1647,1,891563833
78238,117,691,4,892060981
55927,253,633,2,889101518
9292,613,1199,4,886851790
53999,175,1417,2,881124394
46696,541,1592,1,879931966
62976,993,1629,5,891720862
47932,619,1175,5,893065152
43197,513,1658,3,883814855
970,730,1552,4,877322232
7247,977,1151,3,875156460
46748,738,1610,4,880163440
46509,267,691,2,879904893
63035,267,715,3,879904079
74269,253,1207,5,889102182
69343,129,1387,5,888561028
51024,779,1549,1,875614178
18478,578,1252,4,880112255
49916,336,1551,3,876893485
82115,94,691,2,879803382
52494,339,1273,4,876384661
5288,870,1104,4,875321995
63213,307,1387,5,886071896
52537,463,954,3,886399319
39087,491,1398,5,883958613
46472,912,820,3,891405636
31387,953,1442,4,879807154
73683,399,1552,3,876716310
31907,471,716,4,882903523
9683,870,1378,4,875321695
27634,666,388,4,891997002
65712,500,1583,4,884233925
70638,930,1609,3,884436308
3396,751,1687,4,880008566
25016,584,1633,4,886686910
82119,128,1109,3,888847423
78317,421,1490,3,881320114
67224,117,1503,4,892064859
22903,732,1474,4,875678954
66496,78,1637,3,891817533
68070,468,1595,3,875157874
60245,210,1527,3,885524216
54689,218,385,3,891867610
15752,903,1668,5,884607961
78018,495,1493,3,889702174
2994,984,760,2,878089406
28253,744,1412,5,882518292
24558,595,393,1,885914699
13533,609,599,4,877767593
24729,915,1288,3,879821458
30892,595,296,1,885915530
31044,799,1653,4,884508780
2023,982,1491,4,880499031
16822,563,1201,5,880510132
44487,339,991,4,887209855
18041,855,880,2,885925902
78517,202,1228,3,876006348
37784,337,1112,4,889861798
31016,702,1170,5,884550770
43030,793,1458,4,891161993
9964,701,1277,3,878560408
45172,584,919,4,893510453
56925,290,1046,4,882432694
8515,712,1650,4,886742690
32983,879,958,5,891758183
50210,196,1689,4,879811124
18804,709,1252,5,875235911
56126,528,1257,4,876350319
26259,955,1104,3,881382185
1673,989,1388,4,892270327
14853,699,1506,4,882443997
75228,836,874,4,889770510
60531,133,92,2,880446280
63764,243,1689,4,888834753
42422,495,1490,4,889701678
57139,229,1629,5,881027985
73368,185,1614,5,879062159
51054,195,1313,3,882065075
2573,709,1279,4,875455522
75674,108,1307,4,886975849
50699,217,1354,5,884694594
10302,990,1265,5,878257431
59950,130,1314,4,880952922
28602,501,1564,4,885967617
45519,962,983,1,892802115
21545,819,726,4,879331587
53721,266,1589,3,891394163
49931,593,1485,3,875413828
73175,537,1575,4,877753760
65428,202,1214,4,876008059
56643,163,1072,3,876090395
29172,714,1521,5,890019992
11486,942,1319,4,890689822
20786,661,1050,4,891400608
13522,602,1496,4,876084183
68594,434,821,2,882017443
45061,816,1477,4,890279365
